編號,"元神
編號",擁有,名稱（1024更新）,屬1,屬2,CP,HP,IV,升級星魄,升級元丹,Level,技1,技屬性1,Att1,"小招
集氣
次數",技2,技屬性2,Att2,STAB1,STAB2,CP1,同頂級CP,"HP/
SQRT(LV)",平均Att,45.5 ,,,,
2454,358,,范爺,魂,土,619,72,93,600,1,6.5,靈魂枷鎖,土,16,9,開天闢地,土,48,1.25,1.25,49.04329913,3704 ,28.24072346,24,,,,,
2459,358,,范爺,魂,土,878,85,93,1000,1,9,靈魂枷鎖,土,16,9,開天闢地,土,48,1.25,1.25,49.03932082,3703 ,28.33333333,24,,,,,
2458,358,,范爺,魂,土,826,83,93,800,1,8.5,靈魂枷鎖,土,16,9,開天闢地,土,48,1.25,1.25,49.0280457,3702 ,28.46876513,24,,,,,
2453,358,,范爺,魂,土,567,69,93,600,1,6,靈魂枷鎖,土,16,9,開天闢地,土,48,1.25,1.25,49.02723735,3702 ,28.16913204,24,,,,,
2448,358,,范爺,魂,土,308,50,93,400,1,3.5,靈魂枷鎖,土,16,9,開天闢地,土,48,1.25,1.25,49.02506964,3702 ,26.72612419,24,,,,,
2457,358,,范爺,魂,土,774,80,93,800,1,8,靈魂枷鎖,土,16,9,開天闢地,土,48,1.25,1.25,49.01526186,3701 ,28.28427125,24,,,,,
2452,358,,范爺,魂,土,515,65,93,600,1,5.5,靈魂枷鎖,土,16,9,開天闢地,土,48,1.25,1.25,49.00794595,3701 ,27.71609313,24,,,,,
2447,358,,范爺,魂,土,256,46,93,400,1,3,靈魂枷鎖,土,16,9,開天闢地,土,48,1.25,1.25,48.98584003,3699 ,26.55811238,24,,,,,
2451,358,,范爺,魂,土,463,62,93,600,1,5,靈魂枷鎖,土,16,9,開天闢地,土,48,1.25,1.25,48.98434194,3699 ,27.72724292,24,,,,,
2450,358,,范爺,魂,土,411,58,93,400,1,4.5,靈魂枷鎖,土,16,9,開天闢地,土,48,1.25,1.25,48.95479721,3697 ,27.34146221,24,,,,,
2446,358,,范爺,魂,土,204,41,93,200,1,2.5,靈魂枷鎖,土,16,9,開天闢地,土,48,1.25,1.25,48.92672982,3695 ,25.93067681,24,,,,,
2449,358,,范爺,魂,土,359,54,93,400,1,4,靈魂枷鎖,土,16,9,開天闢地,土,48,1.25,1.25,48.91674615,3694 ,27,24,,,,,
2445,358,,范爺,魂,土,152,35,93,200,1,2,靈魂枷鎖,土,16,9,開天闢地,土,48,1.25,1.25,48.82749759,3687 ,24.74873734,24,,,,,
2214,358,,范爺,魂,土,100,29,93,200,1,1.5,靈魂枷鎖,土,16,9,開天闢地,土,48,1.25,1.25,48.62630683,3672 ,23.67840085,24,,,,,
1499,299,v,顯罪神龍卡麥爾,龍,,221,50,91,600,1,6.5,巨靈撼地,金,9,,龍威震天,龍,36,1,1.25,17.5098047,1322 ,19.61161351,,,,,,
2444,360,,夏大神,火,魂,809,79,95,1000,1,9.5,火襲,火,10,15,天火燎原,火,42,1.25,1.25,42.66765117,3222 ,25.63098454,15,,,,,
1502,300,v,護天戰龍守護天使,甲,龍,1260,123,93,2200,2,17,巨靈撼地,金,9,,龍威震天,龍,36,1,1.25,37.04030338,2797 ,29.83188188,,,,,,
2217,361,,秋大神,金,魂,2511,146,88,4000,3,25.5,無影鬼爪,魂,12,15,移災去邪,金,70,1.25,1.25,49.21888782,3717 ,28.91230825,19.53125,,,,,
2466,361,,秋大神,金,魂,2560,147,88,4000,3,26,無影鬼爪,魂,12,15,乾坤一擲,金,52,1.25,1.25,49.21467982,3717 ,28.82907187,18.125,,,,,
2467,361,,秋大神,金,魂,2560,147,88,4000,3,26,幽魂纏身,魂,10,8,移災去邪,金,70,1.25,1.25,49.21467982,3717 ,28.82907187,20.83333333,,,,,
2468,361,,秋大神,金,魂,2560,147,88,4000,3,26,無影鬼爪,魂,12,5,金光一現,金,31,1.25,1.25,49.21467982,3717 ,28.82907187,18.95833333,,,,,
2166,310,,失樂園女首撒旦,術,魔,2186,128,24,2500,2,20,魅惑,術,8,,天魔邪法,魔,26,1.25,1.25,54.62678362,4125 ,28.62167011,,,,,,
1501,300,v,護天戰龍守護天使,甲,龍,1368,127,91,2200,2,18.5,熾天使之力,龍,14,,開天闢地,土,48,1.25,1,36.95599319,2791 ,29.52690024,,,,,,
1503,300,v,護天戰龍守護天使,甲,龍,1122,118,86,1900,2,15.5,巨靈撼地,金,9,,開天闢地,土,48,1,1,36.17371119,2732 ,29.97202997,,,,,,
1762,364,,月老,木,,1120,97,97,3000,3,22.5,月老槌擊,木,12,,仙風道骨,仙,33,1.25,1,24.74591251,1869 ,20.44939554,,,,,,
1504,300,技,護天戰龍守護天使,甲,龍,1012,107,75,1600,2,14,熾天使之力,龍,14,,戰爭之踏,甲,41,1.25,1.25,36.12092658,2728 ,28.59695288,,,,,,
2874,301,v,伊甸守護者米迦勒,龍,,317,50,95,600,1,6.5,火襲,火,10,,衝擊烈焰,火,38,1,1,25.11587371,1897 ,19.61161351,,,,,,
2102,311,,染罪貪女蒼蠅王,魔,,433,63,88,1000,1,9,修羅索命,魔,10,,毒擊,毒,23,1.25,1,24.18453977,1826 ,21,,,,,,
2069,311,,染罪貪女蒼蠅王,魔,,305,53,88,600,1,6.5,鬼影重重,魔,12,,天魔屠戮,魔,22,1.25,1.25,24.16511508,1825 ,20.78831032,,,,,,
1753,364,,月老,木,,1199,101,86,3500,3,24.5,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,24.34023549,1838 ,20.4050814,,,,,,
1761,364,,月老,木,,1143,99,86,3500,3,23.5,月老槌擊,木,12,,仙人指路,仙,18,1.25,1,24.1853576,1826 ,20.42214068,,,,,,
1754,364,,月老,木,,635,71,84,1600,2,13,月老槌擊,木,12,,移花接木,木,33,1.25,1.25,24.18126428,1826 ,19.69185697,,,,,,
1764,364,,月老,木,,514,67,86,1000,1,10.5,月老槌擊,木,12,,仙人指路,仙,18,1.25,1,24.17685795,1826 ,20.67664889,,,,,,
1767,364,,月老,木,,438,60,86,1000,1,9,月老槌擊,木,12,,仙人指路,仙,18,1.25,1,24.17218543,1825 ,20,,,,,,
1755,364,,月老,木,,705,77,80,1600,2,14.5,月老槌擊,木,12,,迎風拂柳,木,41,1.25,1.25,24.09432673,1820 ,20.22119066,,,,,,
1766,364,,月老,木,,436,61,86,1000,1,9,月老槌擊,木,12,,迎風拂柳,木,41,1.25,1.25,24.06181015,1817 ,20.33333333,,,,,,
1768,364,,月老,木,,436,61,86,1000,1,9,月老槌擊,木,12,,移花接木,木,33,1.25,1.25,24.06181015,1817 ,20.33333333,,,,,,
1771,364,,月老,木,,333,53,86,800,1,7,月老槌擊,木,12,,仙風道骨,仙,33,1.25,1,24.06069364,1817 ,20.03211707,,,,,,
1756,364,,月老,木,,943,86,80,2500,2,19.5,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,24.01935813,1814 ,19.47516499,,,,,,
1757,364,,月老,木,,942,89,84,2500,2,19.5,月老槌擊,木,12,,移花接木,木,33,1.25,1.25,23.99388691,1812 ,20.15453121,,,,,,
1770,364,,月老,木,,381,57,86,800,1,8,月老槌擊,木,12,,仙人指路,仙,18,1.25,1,23.84230288,1800 ,20.15254326,,,,,,
1759,364,,月老,木,,100,28,82,200,1,2.5,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,23.75296912,1794 ,17.7087549,,,,,,
1760,364,,月老,木,,99,29,80,200,1,2.5,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,23.51543943,1776 ,18.34121043,,,,,,
1758,364,,月老,木,,584,70,55,1300,2,12.5,,#N/A,#N/A,,,#N/A,#N/A,#N/A,#N/A,23.11955661,1746 ,19.79898987,,,,,,
1593,311,,染罪貪女蒼蠅王,魔,,74,26,88,200,1,2,魔神之力,魔,15,,天魔屠戮,魔,22,1.25,1.25,23.77128172,1795 ,18.38477631,,,,,,
1592,311,,染罪貪女蒼蠅王,魔,,227,45,86,600,1,5,魔神之力,魔,15,,毒擊,毒,23,1.25,1,24.01608125,1814 ,20.1246118,,,,,,
1774,365,,觀音,水,聖,282,52,62,400,1,4.5,楊柳淨瓶,水,12,,焚天日輪,聖,29,1.25,1.25,33.58942291,2537 ,24.51303508,,,,,,
1772,365,,觀音,水,聖,1184,105,33,2200,2,18.5,楊柳淨瓶,水,12,,水天一線,水,13,1.25,1.25,31.98530405,2415 ,24.41200414,,,,,,
1508,301,進,伊甸守護者米迦勒,龍,,421,57,93,800,1,8.5,火襲,火,10,,火焰爆,火,49,1,1,24.98887075,1887 ,19.55083871,,,,,,
1508,301,v,伊甸守護者米迦勒,龍,,526,64,91,1000,1,10.5,火襲,火,10,,炙炎,火,29,1,1,25.0273588,1890 ,19.7508288,,,,,,
1775,366,,五路財神,仙,,714,85,77,1900,2,16,巨靈撼地,金,9,,金光一現,金,31,1,1,22.13267204,1671 ,21.25,,,,,,
1508,301,v,伊甸守護者米迦勒,龍,,367,54,91,800,1,7.5,破甲擊,甲,11,,炙炎,火,29,1,1,24.90752995,1881 ,19.71801207,,,,,,
1513,302,v,滅惡聖龍聖天使長,火,龍,204,39,91,200,1,2.5,隕星擊,聖,11,,衝擊烈焰,火,38,1,1.25,48.92672982,3695 ,24.66576575,,,,,,
1990,303,進,混厄角龍路西法,聖,龍,791,86,91,1000,1,10.5,隕星擊,聖,11,,龍威震天,龍,36,1.25,1.25,37.63619927,2842 ,26.54017619,,,,,,
1779,367,,正港電音三太子,仙,火,1006,79,46,1600,2,13,火襲,火,10,,陰陽合擊,仙,41,1.25,1.25,38.66702541,2920 ,21.91065775,,,,,,
1780,367,,正港電音三太子,仙,火,939,80,31,1300,2,12.5,碎焰破,火,12,,天火燎原,火,42,1.25,1.25,37.53447656,2834 ,22.627417,,,,,,
2089,303,v,混厄角龍路西法,聖,龍,825,89,91,1300,2,11,隕星擊,聖,11,,龍威震天,龍,36,1.25,1.25,37.4710451,2830 ,26.83450967,,,,,,
2876,304,v,叛罪獄龍墮落天使,魔,龍,289,50,93,400,1,3,修羅索命,魔,10,,天魔屠戮,魔,22,1.25,1.25,55.30042097,4176 ,28.86751346,,,,,,
2765,304,v,叛罪獄龍墮落天使,魔,龍,4008,187,86,12000,5,42.5,墮落之力,龍,16,2,天魔屠戮,魔,22,1.25,1.25,55.26979881,4174 ,28.68449058,22.5,,,,,
1525,304,賣,叛罪獄龍墮落天使,魔,龍,1701,122,60,1900,2,16,鬼影重重,魔,12,,天魔屠戮,魔,22,1.25,1.25,53.12802574,4012 ,30.5,,,,,,
2163,305,v,神之光龍烏列爾,龍,,439,64,95,1000,1,9.5,天降雷火,雷,10,,天雷降臨,雷,33,1,1,23.15339785,1748 ,20.7643419,,,,,,
2110,305,v,神之光龍烏列爾,龍,,388,60,91,800,1,8.5,天降雷火,雷,10,,萬雷轟頂,雷,47,1,1,23.03012316,1739 ,20.57983022,,,,,,
2877,305,v,神之光龍烏列爾,龍,,316,53,91,800,1,7,天降雷火,雷,10,,電光火石,雷,28,1,1,23.10279281,1745 ,20.03211707,,,,,,
1545,306,v,冥地聖龍獄火天使,雷,龍,900,92,91,1000,1,10,熾天使之力,龍,14,4,龍威震天,龍,36,1.25,1.25,44.96178248,3395 ,29.09295447,23,,,,,
1546,306,v,冥地聖龍獄火天使,雷,龍,900,92,91,1000,1,10,天降雷火,雷,10,,天雷降臨,雷,33,1.25,1.25,44.96178248,3395 ,29.09295447,,,,,,
1544,306,技,冥地聖龍獄火天使,雷,龍,1142,103,68,1600,2,13,熾天使之力,龍,14,4,神之光,雷,49,1.25,1.25,43.89437675,3315 ,28.56706011,26.25,,,,,
2755,372,,降龍羅漢,仙,金,1128,103,93,1000,1,10,拍擊,無,10,,道化天法,仙,38,1,1.25,56.35210071,4256 ,32.5714599,,,,,,
1556,307,v,天音引領加百列,龍,,766,90,93,2500,2,19.5,凝水毫針,水,11,,海浪滔天,水,28,1,1,19.6324679,1483 ,20.38098661,,,,,,
1794,372,,降龍羅漢,仙,金,3828,189,73,10000,4,39.5,羅漢破蒲扇,仙,15,,神通力,仙,40,1.25,1.25,54.87385321,4144 ,30.07206534,,,,,,
1556,307,v,天音引領加百列,龍,,347,61,88,1000,1,9,熾天使之力,龍,14,,龍威震天,龍,36,1.25,1.25,19.38114388,1464 ,20.33333333,,,,,,
1566,308,v,復死鳴龍默示天使,水,龍,1184,106,95,1900,2,15,凝水毫針,水,11,,神龍擺尾,水,38,1.25,1.25,39.44431489,2979 ,27.36908231,,,,,,
1568,308,v,復死鳴龍默示天使,水,龍,744,84,91,1000,1,9.5,熾天使之力,龍,14,,神龍擺尾,水,38,1.25,1.25,39.23947153,2963 ,27.25319875,,,,,,
2006,308,v,復死鳴龍默示天使,水,龍,534,71,91,800,1,7,凝水毫針,水,11,,海浪滔天,水,28,1.25,1.25,39.04079544,2948 ,26.83547758,,,,,,
1570,308,v,復死鳴龍默示天使,水,龍,80,27,91,200,1,1.5,熾天使之力,龍,14,,龍威震天,龍,36,1.25,1.25,38.90104547,2938 ,22.04540769,,,,,,
2878,309,x,邪魅女惡魔王,魔,,1908,109,88,3000,3,21.5,修羅索命,魔,10,,天魔屠戮,魔,22,1.25,1.25,44.3545575,3350 ,23.50754456,,,,,,
2879,309,x,邪魅女惡魔王,魔,,2566,125,84,5000,3,29,無想控心,術,10,,天魔邪法,魔,26,1,1.25,44.22841581,3340 ,23.21191727,,,,,,
2880,309,x,邪魅女惡魔王,魔,,370,48,84,400,1,4.5,修羅索命,魔,10,,天魔屠戮,魔,22,1.25,1.25,44.07122863,3328 ,22.627417,,,,,,
2881,309,x,邪魅女惡魔王,魔,,43,16,84,200,1,1,修羅索命,魔,10,,天魔屠戮,魔,22,1.25,1.25,43,3247 ,16,,,,,,
2927,309,v,邪魅女惡魔王,魔,,1380,94,91,1900,2,15.5,無想控心,術,10,,天魔邪法,魔,26,1,1.25,44.49173034,3360 ,23.87602388,,,,,,
2928,309,v,邪魅女惡魔王,魔,,1928,110,95,3000,3,21.5,萬惡之源,魔,18,,幻術,術,39,1.25,1,44.81948997,3385 ,23.7232101,,,,,,
2939,309,v,邪魅女惡魔王,魔,,44,16,93,200,1,1,鬼影重重,魔,12,,天魔邪法,魔,26,1.25,1.25,44,3323 ,16,,,,,,
1580,310,x,失樂園女首撒旦,術,魔,1323,96,60,1300,2,11.5,萬惡之源,魔,18,,幻術,術,39,1.25,1.25,57.47925446,4341 ,28.30885558,,,,,,
1583,310,X,失樂園女首撒旦,術,魔,233,43,48,200,1,2.5,天降雷火,雷,10,,天魔屠戮,魔,22,1,1.25,55.88200024,4220 ,27.19558788,,,,,,
1581,310,X,失樂園女首撒旦,術,魔,702,72,42,600,1,6.5,魔神之力,魔,15,,天魔屠戮,魔,22,1.25,1.25,55.61937963,4200 ,28.24072346,,,,,,
1578,310,X,失樂園女首撒旦,術,魔,2108,125,37,2500,2,19,鬼影重重,魔,12,,天魔邪法,魔,26,1.25,1.25,55.44887813,4187 ,28.67696673,,,,,,
1802,374,,給糖還是搗蛋,術,火,73,23,84,200,1,1.5,火襲,火,10,,天火燎原,火,42,1.25,1.25,35.26570048,2663 ,18.77942136,,,,,,
1799,374,,給糖還是搗蛋,術,火,450,57,80,600,1,6.5,火襲,火,10,,炙炎,火,29,1.25,1.25,35.23884103,2661 ,22.35723941,,,,,,
1798,374,,給糖還是搗蛋,術,火,487,61,82,800,1,7,火襲,火,10,,天火燎原,火,42,1.25,1.25,35.18786127,2657 ,23.05583285,,,,,,
1800,374,,給糖還是搗蛋,術,火,374,53,82,600,1,5.5,無想控心,術,10,,天火燎原,火,42,1.25,1.25,35.18344309,2657 ,22.59927593,,,,,,
1801,374,,給糖還是搗蛋,術,火,223,40,80,400,1,3.5,無想控心,術,10,,炙炎,火,29,1.25,1.25,35.11811024,2652 ,21.38089935,,,,,,
1803,374,,給糖還是搗蛋,術,火,35,16,80,200,1,1,無想控心,術,10,,炙炎,火,29,1.25,1.25,35,2643 ,16,,,,,,
1579,310,X,失樂園女首撒旦,術,魔,1955,120,35,2200,2,17.5,噬命擊,魔,13,,天魔邪法,魔,26,1.25,1.25,55.83002542,4216 ,28.68548662,,,,,,
1582,310,X,失樂園女首撒旦,術,魔,398,53,17,400,1,4,無想控心,術,10,,幻術,術,39,1.25,1.25,54.23082164,4095 ,26.5,,,,,,
1825,375,,小魔女海莉,魔,聖,805,83,88,1000,1,9,星光掃蕩,聖,12,,天魔邪法,魔,26,1.25,1.25,44.96201966,3395 ,27.66666667,,,,,,
1822,375,,小魔女海莉,魔,聖,2878,160,86,7000,4,34.5,星光掃蕩,聖,12,2,白虹貫日,聖,27,1.25,1.25,44.60839779,3369 ,27.24020898,21.25,,,,,
1824,375,,小魔女海莉,魔,聖,845,88,86,1000,1,9.5,噬命擊,魔,13,,白虹貫日,聖,27,1.25,1.25,44.56633528,3366 ,28.55097012,,,,,,
1823,375,,小魔女海莉,魔,聖,936,92,86,1000,1,10.5,噬命擊,魔,13,,殘陽映月,聖,60,1.25,1.25,44.53537612,3363 ,28.39181639,,,,,,
1813,375,,小魔女海莉,魔,聖,2833,159,86,7000,4,33.5,星光掃蕩,聖,12,2,白虹貫日,聖,27,1.25,1.25,44.43224592,3355 ,27.47101593,21.25,,,,,
1814,375,,小魔女海莉,魔,聖,2788,158,86,6000,4,32.5,星光掃蕩,聖,12,2,白虹貫日,聖,27,1.25,1.25,44.42319949,3355 ,27.71503341,21.25,,,,,
1815,375,,小魔女海莉,魔,聖,845,87,82,1000,1,9.5,幻月刀,聖,8,,殘陽映月,聖,60,1.25,1.25,44.0333507,3325 ,28.22652728,,,,,,
1821,375,,小魔女海莉,魔,聖,91,28,82,200,1,1.5,幻月刀,聖,8,,白虹貫日,聖,27,1.25,1.25,43.96135266,3320 ,22.86190427,,,,,,
1816,375,,小魔女海莉,魔,聖,796,85,84,1000,1,9,鬼影重重,魔,12,,聖靈亂舞,聖,40,1.25,1.25,43.92935982,3317 ,28.33333333,,,,,,
1818,375,,小魔女海莉,魔,聖,466,65,80,600,1,5.5,鬼影重重,魔,12,,殘陽映月,聖,60,1.25,1.25,43.83819379,3311 ,27.71609313,,,,,,
1820,375,,小魔女海莉,魔,聖,184,41,82,200,1,2.5,幻月刀,聖,8,,聖靈亂舞,聖,40,1.25,1.25,43.70546318,3301 ,25.93067681,,,,,,
1817,375,,小魔女海莉,魔,聖,948,91,53,1300,2,11,鬼影重重,魔,12,,聖靈亂舞,聖,40,1.25,1.25,42.58760108,3216 ,27.43753236,,,,,,
1819,375,,小魔女海莉,魔,聖,1746,124,20,3000,3,21.5,幻月刀,聖,8,,萬雷轟頂,雷,47,1.25,1,40.36061026,3048 ,26.74252775,,,,,,
2882,311,v,染罪貪女蒼蠅王,魔,,127,34,93,400,1,3,修羅索命,魔,10,,毒氣攻心,毒,33,1.25,1,24.30156908,1835 ,19.62990915,,,,,,
2883,311,v,染罪貪女蒼蠅王,魔,,253,48,91,600,1,5.5,鬼影重重,魔,12,,毒擊,毒,23,1.25,1,24.0757482,1818 ,20.46726877,,,,,,
2884,311,v,染罪貪女蒼蠅王,魔,,305,53,91,600,1,6.5,鬼影重重,魔,12,,天魔邪法,魔,26,1.25,1.25,24.16511508,1825 ,20.78831032,,,,,,
1595,312,v,地獄之宰別西卜,毒,魔,1910,121,93,2500,2,19,魅惑,術,8,,墮天邪氣,毒,51,1,1.25,50.2406818,3794 ,27.7593038,,,,,,
1597,312,v,地獄之宰別西卜,毒,魔,261,44,91,400,1,3,修羅索命,魔,10,,萬毒招來,毒,41,1.25,1.25,49.94259472,3772 ,25.40341184,,,,,,
2620,313,v,闇獄之女巴爾,魔,,255,49,97,600,1,5.5,鬼影重重,魔,12,,電光火石,雷,28,1.25,1,24.26607032,1833 ,20.8936702,,,,,,
2885,313,v,闇獄之女巴爾,魔,,49,21,97,200,1,1.5,魅惑,術,8,,天魔屠戮,魔,22,1,1.25,23.82689035,1799 ,17.1464282,,,,,,
2886,313,v,闇獄之女巴爾,魔,,329,56,93,800,1,7,魔神之力,魔,15,,天雷降臨,雷,33,1.25,1,24.05322416,1816 ,21.16601049,,,,,,
2887,313,v,闇獄之女巴爾,魔,,432,64,93,1000,1,9,修羅索命,魔,10,,萬雷轟頂,雷,47,1.25,1,24.12868633,1822 ,21.33333333,,,,,,
2098,314,v,毀滅之女巴爾,雷,魔,951,84,95,1000,1,10,鬼影重重,魔,12,,天雷降臨,雷,33,1.25,1.25,47.50961683,3588 ,26.56313235,,,,,,
1836,378,,聖誕老人,冰,,110,34,88,400,1,3,極北寒息,冰,12,,鏡花水月,冰,26,1.25,1.25,20.83333333,1573 ,19.62990915,,,,,,
1841,378,,聖誕老人,冰,,43,20,84,200,1,1.5,極北寒息,冰,12,,鏡花水月,冰,26,1.25,1.25,20.77294686,1569 ,16.32993162,,,,,,
1834,378,,聖誕老人,冰,,353,61,86,800,1,8.5,極北寒息,冰,12,,鏡花水月,冰,26,1.25,1.25,20.70381232,1563 ,20.92282739,,,,,,
1839,378,,聖誕老人,冰,,65,26,88,200,1,2,聖誕降臨,聖,12,,鏡花水月,冰,26,1,1.25,20.70063694,1563 ,18.38477631,,,,,,
1838,378,,聖誕老人,冰,,87,30,86,200,1,2.5,極北寒息,冰,12,,聖靈亂舞,聖,40,1.25,1,20.66508314,1561 ,18.97366596,,,,,,
1837,378,,聖誕老人,冰,,109,33,80,400,1,3,冰塵,冰,11,,鏡花水月,冰,26,1.25,1.25,20.64393939,1559 ,19.05255888,,,,,,
1832,378,,聖誕老人,冰,,396,63,80,1000,1,9.5,聖誕降臨,聖,12,,冰雪蓮華,冰,36,1,1.25,20.63574779,1558 ,20.43989906,,,,,,
1831,378,,聖誕老人,冰,,539,76,84,1600,2,13,極北寒息,冰,12,,鏡花水月,冰,26,1.25,1.25,20.52551409,1550 ,21.07860746,,,,,,
1840,378,,聖誕老人,冰,,64,25,82,200,1,2,冰塵,冰,11,,聖靈亂舞,聖,40,1.25,1,20.38216561,1539 ,17.67766953,,,,,,
1835,378,,聖誕老人,冰,,151,40,80,400,1,4,極北寒息,冰,12,,冰雪蓮華,冰,36,1.25,1.25,20.35040431,1537 ,20,,,,,,
1613,314,v,毀滅之女巴爾,雷,魔,844,80,88,1000,1,9,魅惑,術,8,,萬雷轟頂,雷,47,1,1.25,47.14030384,3560 ,26.66666667,,,,,,
1842,379,,聖誕快樂,聖,冰,1225,104,53,1600,2,13.5,冰塵,冰,11,,冰雪蓮華,冰,36,1.25,1.25,45.34182182,3424 ,28.30521481,,,,,,
1612,314,v,毀滅之女巴爾,雷,魔,1585,108,82,2200,2,17,修羅索命,魔,10,,天魔屠戮,魔,22,1.25,1.25,46.59434988,3519 ,26.1938475,,,,,,
1614,314,低,毀滅之女巴爾,雷,魔,795,76,4,1000,1,9.5,修羅索命,魔,10,,滅世雷擊,雷,62,1.25,1.25,41.92927402,3166 ,24.65765601,,,,,,
2576,329,,花生燒肉粽,火,,421,71,100,1000,1,9.5,致命舞曲,鬥,14,,強襲烈火,火,29,1,1.25,22.2040558,1677 ,23.0354418,,,,,,
1615,315,x,黑暗之女彼列,魔,,990,87,75,3000,3,21.5,鬼影重重,魔,12,,強襲烈火,火,29,1.25,1,23.01415719,1738 ,18.76290254,,,,,,
2888,315,低,黑暗之女彼列,魔,,575,69,2,1600,2,14.5,魔神之力,魔,15,,天魔屠戮,魔,22,1.25,1.25,19.81596995,1496 ,18.12028773,,,,,,
2940,315,v,黑暗之女彼列,魔,,1180,101,86,4000,3,25.5,修羅索命,魔,10,,天火燎原,火,42,1.25,1,23.12954505,1747 ,20.00098037,,,,,,
2941,315,v,黑暗之女彼列,魔,,224,43,97,600,1,5,魔神之力,魔,15,,天魔邪法,魔,26,1.25,1.25,23.69868811,1790 ,19.23018461,,,,,,
1616,316,v,地獄使節彼列,火,魔,2328,135,91,4000,3,25,魅惑,術,8,8,天火燎原,火,42,1,1.25,46.54417498,3515 ,27,12.94444444,,,,,
2301,316,v,地獄使節彼列,火,魔,292,48,91,400,1,3.5,魅惑,術,8,8,天魔邪法,魔,26,1,1.25,46.47831277,3510 ,25.65707922,10.72222222,,,,,
1847,382,,惡魔巴肥特,毒,土,2313,127,91,6000,4,31.5,食人泥沼,土,12,4,毒擊,毒,23,1.25,1.25,37.45142487,2828 ,22.62811848,17.75,,,,,
2223,383,,鬼差,魂,,727,79,95,3000,3,22,劈砍,無,9,,摧心掌,魂,29,1,1.25,16.51634596,1247 ,16.84285659,,,,,,
2439,383,,鬼差,魂,,363,55,93,1300,2,11,幽魂纏身,魂,10,,摧心掌,魂,29,1.25,1.25,16.48725984,1245 ,16.58312395,,,,,,
1625,317,v,罰罪之女莉莉絲,魔,,199,41,88,600,1,5.5,夜魔女之撫,魔,9,,怒川洪流,水,21,1.25,1,18.93705096,1430 ,17.48245874,,,,,,
2216,383,,鬼差,魂,,103,29,91,400,1,3.5,幽魂纏身,魂,10,,摧心掌,魂,29,1.25,1.25,16.39474731,1238 ,15.50115203,,,,,,
1622,317,進,罰罪之女莉莉絲,魔,,299,50,88,800,1,8,夜魔女之撫,魔,9,,天魔邪法,魔,26,1.25,1.25,18.9348363,1430 ,17.67766953,,,,,,
1624,317,進,罰罪之女莉莉絲,魔,,218,44,88,600,1,6,夜魔女之撫,魔,9,,天魔邪法,魔,26,1.25,1.25,18.84997838,1423 ,17.96292478,,,,,,
1626,317,v,罰罪之女莉莉絲,魔,,38,18,88,200,1,1.5,夜魔女之撫,魔,9,,怒川洪流,水,21,1.25,1,18.4779966,1395 ,14.69693846,,,,,,
2205,383,,鬼差,魂,,523,68,93,1900,2,16,劈砍,無,9,,滅魂爪,魂,19,1,1.25,16.21202728,1224 ,17,,,,,,
2200,383,,鬼差,魂,,830,84,88,4000,3,25.5,幽魂纏身,魂,10,,摧心掌,魂,29,1.25,1.25,16.19196254,1223 ,16.63447872,,,,,,
2170,383,,鬼差,魂,,344,55,88,1000,1,10.5,快擊,無,8,,摧心掌,魂,29,1,1.25,16.18062088,1222 ,16.9733685,,,,,,
2169,383,,鬼差,魂,,651,75,91,2500,2,20,衝擊,無,11,,滅魂爪,魂,19,1,1.25,16.16989568,1221 ,16.77050983,,,,,,
2183,383,,鬼差,魂,,779,82,88,3500,3,24,無影鬼爪,魂,12,,滅魂爪,魂,19,1.25,1.25,16.14173228,1219 ,16.73817991,,,,,,
2117,383,,鬼差,魂,,240,45,88,800,1,7.5,劈砍,無,9,,摧心掌,魂,29,1,1.25,16.09657948,1216 ,16.43167673,,,,,,
2173,383,,鬼差,魂,,274,48,86,800,1,8.5,鬼影重重,魔,12,,滅魂爪,魂,19,1,1.25,16.07038123,1214 ,16.46386417,,,,,,
2172,383,,鬼差,魂,,773,83,86,3500,3,24,快擊,無,8,,摧心掌,魂,29,1,1.25,16.01740572,1210 ,16.94230405,,,,,,
2242,383,,鬼差,魂,,16,12,97,200,1,1,噬命擊,魔,13,,滅魂爪,魂,19,1,1.25,16,1208 ,12,,,,,,
2168,383,,鬼差,魂,,33,17,93,200,1,1.5,無影鬼爪,魂,12,,滅魂爪,魂,19,1.25,1.25,15.94202899,1204 ,13.88044188,,,,,,
2171,383,,鬼差,魂,,84,26,86,400,1,3,衝擊,無,11,,摧心掌,魂,29,1,1.25,15.90909091,1201 ,15.011107,,,,,,
1627,318,v,夜之女神莉莉絲,魔,水,1563,124,82,2500,2,19.5,修羅索命,魔,10,,紅海的鎮魂曲,水,45,1.25,1.25,40.05946126,3025 ,28.08047045,,,,,,
2189,384,,鬼使,魂,,875,88,88,4000,3,25.5,快擊,無,8,,滅魂爪,魂,19,1,1.25,17.06984003,1289 ,17.42659676,,,,,,
